0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-655.3445434570312,86.64987182617188,-12.361262321472168,28.34327507019043,-0.27691295742988586,9.111376762390137,-10.830961227416992,-0.02342688851058483,-17.030332565307617,-3.272646188735962,1.641100287437439,-5.887829780578613,4.827703475952148,-7.893805503845215,3.4200663566589355,-1.6635788679122925,-3.3209564685821533,-4.437192440032959,-0.7904670238494873,-2.032092809677124,neutral
-475.23318514851394,37.73545021621898,6.48420940107884,10.577262663718896,5.573967118199027,0.0966485170975603,-3.9585521945411046,-6.736960661993235,-10.509262838074678,-6.617794813917276,-1.3855998970035457,-2.25561548228895,-1.2689731130900228,-2.1261512501370805,-0.24118962295170124,-0.14699893650969484,-3.897475236318068,-3.2414398776262225,0.04212197747175636,-2.748199937165038,neutral
-724.3071899414062,84.48408508300781,-14.169809341430664,31.049457550048828,-3.0621771812438965,9.604399681091309,-14.447046279907227,-0.21991614997386932,-20.591161727905273,2.434901714324951,-0.26685723662376404,-4.0200886726379395,3.011852502822876,-8.109155654907227,3.9080982208251953,-5.972445487976074,-3.686382532119751,-5.658265113830566,2.4232778549194336,-4.886252403259277,neutral
-645.4098510742188,87.81063842773438,-17.773391723632812,33.46895980834961,-0.9364780187606812,8.191230773925781,-9.919903755187988,-3.311972141265869,-18.590482711791992,-2.1994259357452393,1.5437941551208496,-6.660093307495117,3.893641233444214,-8.572473526000977,2.9282712936401367,-3.3445169925689697,-3.604978322982788,-4.101902484893799,-1.3087760210037231,-0.5819400548934937,neutral
-571.4658294589042,61.97877002932791,-5.3849015296597145,21.35223951328239,3.8660391665557277,1.3071824880360916,-5.972718783896323,-7.355506090403849,-14.538129824524093,-3.8551376176906995,0.8443552958447843,-4.927344581928826,0.5445668906233095,-5.345915138524987,0.2257593239151139,-0.8316536416966902,-4.492260748115812,-4.4534803986926335,-0.9864232580675805,-1.7632835128590925,neutral
-708.9144897460938,84.4986801147461,-21.49127769470215,34.55522155761719,-3.84277081489563,8.117204666137695,-12.060873985290527,-5.40659236907959,-20.108400344848633,3.6825332641601562,-0.22145023941993713,-4.88876485824585,1.763768196105957,-7.943141460418701,3.712315559387207,-5.44088888168335,-1.4364465475082397,-3.484307289123535,0.586723268032074,-5.1168084144592285,neutral
-652.7738647460938,87.76605224609375,-14.199621200561523,27.93309211730957,-4.658897876739502,8.516932487487793,-10.361980438232422,-3.9173696041107178,-16.896604537963867,-5.131096839904785,0.519984245300293,-6.2303314208984375,4.037430286407471,-7.93631649017334,-0.2561537027359009,-2.0700759887695312,-4.570290565490723,-6.258249282836914,1.0560659170150757,-0.7665398716926575,neutral
-413.302322470837,27.377083147129966,9.817370441334722,9.340025445450225,2.0472402541030394,0.3784022014838907,-2.858026006540328,-7.12251199355489,-7.924230865669368,-5.273135970104996,-2.495045990752686,-1.4958790810006397,-0.6545808963884424,-2.085747899844234,-1.815478813247858,-0.2177492306381109,-2.881258545634921,-3.814181497503288,0.0982066392706295,-1.5083526800622085,neutral
-704.7073974609375,82.874755859375,-13.571061134338379,25.77240753173828,-7.074492931365967,6.209867000579834,-13.510108947753906,-7.326362609863281,-20.311927795410156,-2.667623519897461,-1.0522830486297607,-4.620107173919678,1.721315622329712,-8.639275550842285,0.21890518069267273,-3.3650381565093994,-5.093936443328857,-4.600795269012451,3.3374345302581787,-4.1290154457092285,neutral
-654.4788208007812,83.27748107910156,-10.463647842407227,28.67903709411621,-2.764230728149414,11.043975830078125,-8.73265552520752,-4.000188827514648,-15.32768726348877,-4.446720600128174,1.229248285293579,-4.83892297744751,2.793078899383545,-7.475312232971191,0.5054627060890198,-1.674371600151062,-3.7220020294189453,-4.876511573791504,0.8677065968513489,-1.4952746629714966,neutral
-433.2692713938406,27.84538320578275,9.169578602335164,10.413144538306168,2.4638092734534576,1.6858264439120132,-2.0614997661954653,-6.949756818062144,-7.977562605060359,-4.270849861275657,-1.4465901296582733,-2.0157562508909175,-1.9179732470307198,-3.027697958291077,-1.05046214145567,0.7666585513736924,-3.4462746511330136,-3.495590233601518,0.23675777640191362,-1.8952824566677973,neutral
-722.046630859375,82.18570709228516,-13.052807807922363,28.810359954833984,-7.2673492431640625,11.015827178955078,-12.90424633026123,-5.037491321563721,-17.27547836303711,0.32692739367485046,0.7423402070999146,-2.9000203609466553,0.21463945508003235,-7.90372896194458,3.083752393722534,-3.098137378692627,-4.5390801429748535,-4.026209354400635,2.6303443908691406,-5.398809909820557,neutral
-663.51318359375,103.78667449951172,-13.262042999267578,35.03947067260742,-2.6476354598999023,12.264131546020508,-13.465317726135254,-0.8839725852012634,-17.45317268371582,-6.813188552856445,2.0154080390930176,-7.286714553833008,3.57397198677063,-8.822529792785645,2.7170209884643555,-1.7972519397735596,-5.099569320678711,-3.6302709579467773,-0.23099291324615479,-3.3573215007781982,calm
-502.4083447685937,40.47330152871771,11.338486211892917,13.03040225211118,6.214711898867541,1.6838063147996238,-4.5827595029749535,-6.645049296693786,-9.472195509118032,-6.97126773506504,-1.8371321997703933,-2.7654385533285795,-1.8724502828159375,-2.6996595185724837,-0.7809053613983854,-0.779404396333173,-4.579794063332648,-2.6448622452307045,-0.892832637858686,-3.9294888485323884,calm
-719.4567260742188,95.81929779052734,-13.440962791442871,32.40090560913086,-4.942424774169922,9.0535306930542,-17.22237777709961,-3.7211384773254395,-20.729307174682617,-3.4526469707489014,-1.0586414337158203,-5.938143730163574,1.5208768844604492,-8.331369400024414,3.232591390609741,-4.450963020324707,-4.430733680725098,-2.568920850753784,0.6680300831794739,-5.467182159423828,calm
-643.6327514648438,110.78763580322266,-11.494987487792969,28.926958084106445,2.122509002685547,10.704840660095215,-13.749926567077637,-2.1454286575317383,-14.722333908081055,-6.303934574127197,3.1890203952789307,-5.436183452606201,2.091740131378174,-8.177607536315918,0.5708149671554565,-1.3902161121368408,-4.964136123657227,-5.06351375579834,-0.12244190275669098,-2.643911123275757,calm
-536.9832911728524,60.695606955318816,11.879682684202132,14.962460388106619,7.5460221365649325,3.6943851537714996,-6.777305268125973,-7.530743673871997,-10.059384661036702,-6.063580473141017,0.24823032082941696,-1.966960899278332,-1.5789185340179213,-3.949246733229031,-1.1971653579955317,-0.34522356609463273,-5.7765373544082985,-4.483032087092719,-0.34194706608792413,-2.8749702606714487,calm
-713.3223266601562,108.5177230834961,-17.792699813842773,28.242191314697266,-2.9240942001342773,9.150618553161621,-20.033735275268555,-3.3194479942321777,-19.222393035888672,-3.336092948913574,0.34177878499031067,-4.5908684730529785,0.8262893557548523,-9.37290096282959,0.7582955956459045,-4.551910400390625,-4.777930736541748,-5.304240703582764,1.6279734373092651,-6.4237260818481445,calm
-631.9347534179688,108.83147430419922,-17.002077102661133,34.552616119384766,-6.621761322021484,15.155701637268066,-11.532506942749023,-0.8368034362792969,-16.408138275146484,-5.116678237915039,2.525313377380371,-4.024295330047607,4.078644275665283,-9.58629035949707,4.781343936920166,-3.1175785064697266,-6.659220218658447,-5.828969955444336,0.8335557579994202,-3.2657556533813477,calm
-429.9620896572244,33.80616909806526,11.275191305193378,10.399907244568892,3.130922205091161,2.722435023603659,-1.8515904497261504,-5.554285832177203,-7.639252275679919,-5.699251592174302,-0.274511027459206,0.1626191541899406,-0.8792552728529205,-2.220793913375594,-0.5549433548537932,-1.421362578648301,-4.954206613373952,-3.492030576042975,-0.38275994203107855,-2.794832792271853,calm
-679.9612426757812,99.4266586303711,-13.388469696044922,31.084001541137695,-7.126222133636475,12.017343521118164,-14.54060173034668,-2.388430595397949,-17.19567108154297,-1.7236930131912231,2.2897987365722656,-2.7833518981933594,-0.11800502985715866,-8.397339820861816,3.868043899536133,-6.634038925170898,-6.628576278686523,-3.6951894760131836,1.0890450477600098,-8.226320266723633,calm
-637.654541015625,110.72369384765625,-16.893775939941406,32.41379928588867,-3.6961591243743896,12.493907928466797,-11.085054397583008,-2.9674346446990967,-15.84724235534668,-5.539956569671631,0.509397566318512,-4.806670665740967,3.595789909362793,-8.954726219177246,3.2662014961242676,-2.052395820617676,-5.635049343109131,-5.538353443145752,0.43438586592674255,-3.2160680294036865,calm
-393.5191623263776,26.608693013456385,12.236606673410394,9.337567206126081,3.9410715198577493,2.2091275664047036,-1.5496796738784735,-5.7592875480268795,-7.039652156333948,-5.003497309707708,-1.2248430697785395,-0.5443917173772108,-0.8241595549247855,-0.7485228862706695,0.4604466581000216,-0.28777483462750797,-3.498426089621493,-2.6133470822931657,-0.5699875713573013,-3.3246179623561694,calm
-697.90478515625,106.54241943359375,-17.761960983276367,30.964548110961914,-6.522163391113281,11.237483978271484,-14.18262004852295,-6.1329827308654785,-18.869314193725586,-1.4379709959030151,-0.9187981486320496,-2.018908977508545,0.982897937297821,-8.722113609313965,3.9904980659484863,-4.7634358406066895,-6.0173821449279785,-6.071532726287842,-0.8072876930236816,-8.0879487991333,calm
-650.8724975585938,124.05093383789062,-15.075067520141602,38.34889221191406,-3.6335222721099854,15.495221138000488,-16.719253540039062,2.1907052993774414,-13.666972160339355,-5.853410720825195,3.486098051071167,-3.2754018306732178,2.9513397216796875,-10.265795707702637,4.089931488037109,-3.5709664821624756,0.04678833484649658,-6.524409770965576,0.8664195537567139,0.5967709422111511,calm
-478.13021312298366,41.689826244086916,17.297053888274526,12.63436362320563,6.030769263295771,1.8967510431676502,-3.4437889467842973,-5.17896114198942,-6.8297190595864,-5.844849785630009,-1.0653821940328843,-0.48586332404655747,-1.2303273982105236,-2.2859538840497127,-0.5533108561676338,-0.20313690806170698,-2.2396479352744425,-2.448057131149026,-0.21314633272119657,-1.5830615211114587,calm
